Time (ms),Voltage (V)
0.01,46.54
13.34,222.54
26.67,432.41
40.0,444.57
53.34,293.92
66.67,207.34
80.0,205.99
93.33,181.05
106.67,132.37
120.0,111.77
133.33,105.44
146.67,69.75
160.0,10.53
173.34,-28.19
186.67,-32.33
200.0,-32.95
213.33,-52.26
226.66,-73.08
240.0,-86.13
253.33,-113.99
266.66,-151.64
280.0,-165.86
293.33,-162.69
306.66,-167.59
320.0,-179.5
333.33,-187.22
346.66,-180.13
359.99,-156.14
373.33,-131.85
386.66,-119.04
400.0,-111.69
413.32,-103.04
426.66,-87.54
439.99,-68.0
453.33,-65.64
466.66,-86.59
479.99,-106.24
493.32,-112.95
506.66,-121.26
519.99,-132.84
533.32,-128.53
546.66,-101.73
559.99,-64.75
573.32,-27.54
586.66,12.92
599.99,62.88
613.32,104.99
626.65,103.8
639.99,56.7
653.32,2.14
666.66,-30.89
679.99,-51.63
693.32,-71.02
706.65,-66.49
719.99,-36.57
733.32,-23.11
746.66,-24.69
759.99,-10.14
773.32,-9.43
786.65,-52.39
799.99,-86.38
813.32,-67.43
826.65,-34.86
839.98,-32.67
853.32,-54.59
866.65,-78.54
879.98,-90.41
893.31,-94.49
906.65,-109.71
919.98,-128.19
933.32,-122.86
946.64,-104.34
959.98,-103.16
973.32,-115.25
986.65,-122.1
999.98,-129.38
1013.31,-141.56
1026.64,-140.47
1039.98,-117.84
1053.31,-93.34
1066.65,-86.36
1079.98,-85.95
1093.31,-73.86
1106.64,-62.34
1119.98,-58.6
1133.31,-43.56
1146.64,-16.87
1159.98,8.89
1173.31,39.63
1186.64,72.66
1199.97,90.04
1213.3,97.7
1226.64,112.83
1239.98,127.73
1253.3,131.32
1266.64,136.76
1279.97,156.0
1293.31,179.38
1306.64,200.26
1319.97,218.73
1333.31,224.04
1346.64,215.36
1359.97,203.81
1373.3,187.02
1386.64,166.39
1399.97,149.32
1413.3,137.85
1426.64,142.11
1439.97,163.48
1453.3,179.79
1466.64,170.91
1479.96,150.02
1493.3,153.8
1506.64,170.01
1519.96,149.2
1533.3,102.63
1546.64,78.72
1559.96,79.22
1573.3,80.72
1586.63,79.61
1599.96,81.25
1613.3,88.39
1626.63,95.39
1639.96,87.17
1653.3,67.57
1666.63,54.62
1679.96,46.76
1693.3,34.65
1706.63,27.07
1719.96,37.31
1733.29,57.97
1746.63,68.98
1759.96,60.93
1773.3,34.8
1786.62,-0.25
1799.96,-22.4
1813.29,-23.04
1826.63,-22.58
1839.96,-34.48
1853.29,-53.85
1866.62,-68.6
1879.96,-57.81
1893.29,-41.1
1906.62,-72.29
1919.96,-114.95
1933.29,-99.47
1946.62,-108.02
1959.96,-206.3
1973.29,-237.15
1986.62,-101.5
1999.95,39.18
2013.28,45.92
2026.62,-8.81
2039.95,-21.09
2053.28,1.02
2066.62,19.78
2079.96,36.81
2093.28,49.9
2106.62,46.45
2119.95,40.19
2133.29,34.37
2146.62,6.38
2159.95,-21.75
2173.28,-19.39
2186.62,-18.98
2199.95,-36.86
2213.28,-33.35
2226.62,1.38
2239.95,19.97
2253.28,-11.71
2266.61,-60.92
2279.94,-80.34
2293.28,-80.61
2306.61,-94.31
2319.94,-105.43
2333.28,-77.93
2346.62,-30.81
2359.94,-12.86
2373.28,-28.14
2386.61,-50.17
2399.94,-66.67
2413.28,-79.3
2426.61,-88.18
2439.94,-89.98
2453.28,-83.27
2466.61,-71.89
2479.94,-71.04
2493.28,-83.09
2506.61,-85.41
2519.94,-73.98
2533.28,-66.76
2546.6,-63.37
2559.94,-57.2
2573.27,-53.88
2586.6,-46.35
2599.94,-22.38
2613.27,5.58
2626.6,20.87
2639.94,20.63
2653.27,6.43
2666.6,-1.05
2679.94,20.88
2693.27,43.61
2706.6,30.81
2719.94,8.2
2733.27,7.17
2746.6,12.9
2759.93,12.97
2773.27,17.07
2786.6,29.45
2799.93,41.91
2813.27,52.25
2826.6,63.55
2839.93,62.58
2853.26,39.61
2866.6,13.14
2879.94,5.13
2893.26,16.88
2906.6,23.43
2919.93,7.04
2933.26,-1.78
2946.6,14.65
2959.93,20.12
2973.26,3.11
2986.6,-7.89
2999.93,-7.32
3013.26,-4.24
3026.59,3.32
3039.93,14.46
3053.26,27.32
3066.59,41.87
3079.92,53.81
3093.26,57.66
3106.59,47.65
3119.92,21.94
3133.26,-7.03
3146.59,-18.98
3159.92,-11.96
3173.26,-6.01
3186.59,-12.65
3199.92,-15.18
3213.26,0.37
3226.59,16.68
3239.92,16.76
3253.26,6.62
3266.59,-1.97
3279.92,0.41
3293.25,8.75
3306.59,9.59
3319.92,4.47
3333.26,2.2
3346.59,28.87
3359.92,122.32
3373.26,228.61
3386.58,220.78
3399.92,84.73
3413.25,-66.63
3426.58,-142.6
3439.92,-142.76
3453.25,-121.65
3466.58,-111.1
3479.92,-103.51
3493.25,-96.84
3506.58,-92.46
3519.92,-82.4
3533.25,-65.17
3546.58,-44.14
3559.92,-28.29
3573.25,-27.06
3586.58,-28.13
3599.92,-23.07
3613.25,-29.18
3626.58,-42.33
3639.91,-35.11
3653.25,-17.33
3666.58,-15.68
3679.91,-19.24
3693.25,-11.84
3706.58,-5.96
3719.91,-10.13
3733.24,-16.4
3746.58,-14.85
3759.91,3.48
3773.24,26.84
3786.58,29.94
3799.91,16.58
3813.24,13.04
3826.57,28.7
3839.91,36.59
3853.24,12.08
3866.57,-8.05
3879.9,14.08
3893.24,43.54
3906.58,45.3
3919.9,31.74
3933.24,17.69
3946.58,11.86
3959.9,19.56
3973.24,25.27
3986.57,18.45
3999.91,19.34
4013.24,34.89
4026.57,44.09
4039.9,41.92
4053.24,38.5
4066.57,38.09
4079.9,40.56
4093.23,41.38
4106.57,41.55
4119.9,44.64
4133.24,41.74
4146.57,26.04
4159.9,5.75
4173.23,-12.09
4186.56,-26.04
4199.9,-30.33
4213.24,-26.63
4226.57,-21.31
4239.9,-10.29
4253.23,-4.51
4266.56,-18.05
4279.9,-18.77
4293.23,22.94
4306.56,68.61
4319.9,76.95
4333.23,54.65
4346.56,16.0
4359.89,-9.8
4373.23,4.83
4386.56,27.87
4399.89,33.26
4413.22,36.36
4426.56,27.7
4439.9,-0.95
4453.22,-26.1
4466.56,-34.46
4479.89,-28.85
4493.23,-23.4
4506.56,-26.32
4519.89,-21.85
4533.22,-15.61
4546.56,-32.16
4559.89,-58.68
4573.22,-73.99
4586.56,-79.71
4599.89,-75.24
4613.22,-68.28
4626.56,-73.1
4639.89,-80.51
4653.22,-79.5
4666.55,-73.79
4679.88,-67.59
4693.22,-66.15
4706.55,-64.07
4719.88,-36.54
4733.22,8.55
4746.55,29.24
4759.89,28.03
4773.22,28.5
4786.55,17.43
4799.88,-9.45
4813.22,-10.56
4826.55,43.45
4839.88,104.45
4853.22,110.14
4866.55,82.19
4879.88,63.76
4893.21,54.38
4906.55,65.47
4919.88,102.24
4933.21,127.23
4946.55,127.45
4959.88,125.47
4973.22,112.49
4986.54,72.36
4999.88,45.91
5013.22,64.74
5026.55,88.98
5039.88,93.45
5053.21,100.99
5066.54,109.19
5079.88,93.82
5093.21,53.82
5106.54,5.01
5119.88,-32.62
5133.21,-44.95
5146.54,-39.75
5159.87,-38.09
5173.21,-55.4
5186.54,-85.28
5199.88,-98.85
5213.21,-83.48
5226.54,-55.78
5239.87,-26.17
5253.2,-2.62
5266.54,-2.66
5279.87,-26.5
5293.2,-57.94
5306.54,-89.23
5319.87,-116.3
5333.2,-136.5
5346.54,-159.44
5359.87,-188.38
5373.2,-210.68
5386.54,-215.52
5399.87,-204.65
5413.2,-188.03
5426.53,-170.22
5439.87,-145.7
5453.2,-114.66
5466.54,-90.88
5479.86,-83.52
5493.2,-83.14
5506.53,-73.59
5519.86,-55.5
5533.2,-40.98
5546.54,-20.99
5559.86,14.67
5573.2,41.43
5586.53,47.07
5599.86,58.4
5613.2,75.97
5626.53,74.12
5639.86,63.22
5653.2,69.43
5666.53,93.57
5679.86,121.18
5693.19,131.77
5706.53,108.55
5719.86,54.51
5733.19,-0.09
5746.52,-6.71
5759.86,37.49
5773.19,74.82
5786.52,83.63
5799.86,92.68
5813.2,101.7
5826.52,93.79
5839.86,84.77
5853.19,91.17
5866.52,99.46
5879.86,96.54
5893.19,86.85
5906.52,78.0
5919.86,78.98
5933.19,86.64
5946.52,87.82
5959.85,94.42
5973.19,114.79
5986.52,111.64
5999.85,68.9
6013.18,40.59
6026.52,55.65
6039.85,67.53
6053.18,48.6
6066.52,28.54
6079.86,31.51
6093.19,44.88
6106.52,52.25
6119.85,71.76
6133.18,113.15
6146.52,132.93
6159.85,112.54
6173.18,96.72
6186.52,95.57
6199.85,76.28
6213.18,41.68
6226.51,5.74
6239.85,-34.08
6253.18,-62.97
6266.51,-62.24
6279.84,-43.51
6293.18,-30.85
6306.52,-22.95
6319.84,-4.2
6333.18,15.61
6346.51,10.41
6359.84,-22.12
6373.18,-55.04
6386.51,-59.8
6399.84,-40.38
6413.18,-33.06
6426.51,-59.24
6439.84,-87.19
6453.18,-74.07
6466.51,-42.66
6479.84,-50.54
6493.17,-90.29
6506.51,-108.68
6519.84,-102.42
6533.17,-107.08
6546.51,-117.43
6559.84,-107.05
6573.17,-97.48
6586.5,-116.07
6599.84,-137.64
6613.17,-141.05
6626.5,-145.77
6639.84,-154.54
6653.17,-144.94
6666.51,-112.58
6679.84,-72.89
6693.17,-43.63
6706.5,-26.35
6719.84,-31.55
6733.17,-87.63
6746.5,-156.37
6759.84,-140.2
6773.17,-14.02
6786.5,135.14
6799.84,199.22
6813.16,168.74
6826.5,123.74
6839.84,107.84
6853.17,97.8
6866.5,76.75
6879.84,56.23
6893.16,43.16
6906.5,30.97
6919.83,17.2
6933.17,5.16
6946.5,-4.43
6959.83,-13.71
6973.16,-22.65
6986.5,-30.28
6999.83,-36.75
7013.16,-42.55
7026.49,-47.75
7039.83,-52.09
7053.16,-59.23
7066.49,-80.11
7079.82,-116.78
7093.16,-148.55
7106.49,-165.15
7119.82,-187.08
7133.16,-223.07
7146.5,-251.48
7159.82,-258.05
7173.16,-258.3
7186.49,-270.2
7199.83,-289.91
7213.16,-298.35
7226.49,-284.73
7239.82,-262.44
7253.16,-242.94
7266.49,-209.27
7279.82,-156.67
7293.15,-112.72
7306.49,-85.71
7319.82,-49.5
7333.16,5.29
7346.48,61.22
7359.82,112.55
7373.15,165.99
7386.49,215.57
7399.82,255.23
7413.15,288.71
7426.48,316.48
7439.82,336.18
7453.15,352.91
7466.48,368.44
7479.82,342.62
7493.15,183.73
7506.48,-135.14
7519.82,-444.34
7533.15,-523.25
7546.48,-397.05
7559.82,-278.29
7573.15,-244.35
7586.48,-211.76
7599.81,-137.5
7613.14,28.84
7626.48,404.53
7639.82,841.12
7653.15,954.82
7666.48,761.05
7679.81,626.75
7693.14,632.41
7706.48,608.4
7719.81,526.1
7733.14,465.54
7746.48,433.52
7759.81,392.66
7773.14,342.82
7786.48,300.98
7799.82,265.98
7813.14,229.77
7826.47,193.6
7839.81,160.93
7853.14,130.76
7866.48,86.57
7879.8,-9.29
7893.14,-151.54
7906.47,-261.66
7919.8,-295.77
7933.14,-291.49
7946.48,-286.94
7959.8,-292.58
7973.14,-306.45
7986.47,-314.45
7999.8,-307.21
8013.14,-292.13
8026.47,-289.6
8039.8,-306.83
8053.14,-312.84
8066.47,-290.11
8079.8,-271.89
8093.14,-274.76
8106.47,-270.18
8119.8,-239.73
8133.14,-197.56
8146.46,-158.98
8159.8,-117.85
8173.13,-63.64
8186.47,-11.43
8199.8,15.21
8213.14,18.38
8226.46,14.1
8239.8,1.62
8253.13,-25.85
8266.47,-50.69
8279.8,-51.3
8293.13,-31.31
8306.46,-2.56
8319.8,33.31
8333.13,64.97
8346.46,67.41
8359.79,42.63
8373.13,22.59
8386.46,21.26
8399.79,26.71
8413.12,33.17
8426.46,48.53
8439.8,81.7
8453.13,125.44
8466.46,150.89
8479.79,145.59
8493.13,135.5
8506.46,135.11
8519.79,128.16
8533.12,114.69
8546.46,112.44
8559.79,124.81
8573.12,143.42
8586.46,159.0
8599.79,167.85
8613.12,174.07
8626.45,175.18
8639.79,167.57
8653.12,164.56
8666.46,176.16
8679.78,185.99
8693.12,170.12
8706.45,129.44
8719.78,89.35
8733.12,66.65
8746.46,56.9
8759.79,51.29
8773.12,43.84
8786.45,32.04
8799.79,14.72
8813.12,-12.51
8826.45,-49.61
8839.78,-86.13
8853.12,-110.01
8866.45,-115.65
8879.78,-114.11
8893.11,-123.04
8906.45,-142.51
8919.78,-168.39
8933.11,-195.71
8946.44,-204.48
8959.78,-188.18
8973.11,-164.36
8986.45,-124.02
8999.78,-88.57
9013.11,-149.5
9026.45,-260.48
9039.78,-350.8
9053.11,-508.48
9066.44,-632.34
9079.78,-522.43
9093.11,-216.66
9106.44,198.17
9119.78,546.28
9133.11,574.45
9146.44,391.25
9159.77,300.43
9173.11,280.92
9186.44,140.0
9199.77,-85.23
9213.1,-192.84
9226.44,-120.44
9239.77,11.9
9253.11,91.59
9266.44,105.92
9279.77,83.38
9293.11,27.89
9306.44,-64.54
9319.77,-159.21
9333.1,-218.71
9346.44,-249.71
9359.77,-274.58
9373.1,-301.73
9386.44,-329.72
9399.77,-351.64
9413.1,-360.32
9426.44,-354.25
9439.77,-335.31
9453.1,-302.03
9466.44,-253.48
9479.76,-205.54
9493.1,-176.69
9506.44,-157.88
9519.76,-130.0
9533.1,-88.77
9546.43,-43.41
9559.76,-11.36
9573.1,-3.52
9586.43,-6.26
9599.77,1.47
9613.1,24.62
9626.43,51.73
9639.76,71.95
9653.1,88.99
9666.43,112.5
9679.76,141.7
9693.09,159.21
9706.43,157.42
9719.76,155.59
9733.09,164.67
9746.43,182.06
9759.76,209.07
9773.09,225.82
9786.43,207.8
9799.76,169.74
9813.1,139.93
9826.42,128.33
9839.76,130.98
9853.09,132.71
9866.43,131.35
9879.76,139.77
9893.09,144.49
9906.42,134.07
9919.76,133.07
9933.09,148.25
9946.42,165.34
9959.76,184.86
9973.09,188.86
9986.42,166.05
9999.75,159.4
10013.08,182.23
10026.42,189.16
10039.76,167.52
10053.08,146.24
10066.42,139.66
10079.76,133.01
10093.08,110.02
10106.42,84.73
10119.75,81.44
10133.09,89.32
10146.42,81.01
10159.75,55.18
10173.08,24.95
10186.42,-3.51
10199.75,-20.47
10213.08,-16.32
10226.41,-7.01
10239.75,-8.91
10253.08,-7.87
10266.41,-0.83
10279.75,14.99
10293.08,65.98
10306.42,137.55
10319.74,172.57
10333.08,93.83
10346.41,-54.21
10359.74,-14.66
10373.08,238.34
10386.41,360.67
10399.76,254.18
10413.08,167.16
10426.41,186.79
10439.74,181.52
10453.08,63.95
10466.41,-140.21
10479.74,-343.94
10493.08,-471.48
10506.41,-500.23
10519.74,-451.41
10533.08,-365.96
10546.41,-272.79
10559.74,-189.7
10573.08,-142.75
10586.4,-142.51
10599.74,-173.11
10613.07,-216.53
10626.4,-250.78
10639.74,-255.34
10653.07,-240.34
10666.4,-230.86
10679.74,-227.17
10693.07,-220.26
10706.4,-214.27
10719.74,-200.63
10733.07,-172.86
10746.4,-152.96
10759.73,-142.55
10773.07,-123.16
10786.4,-104.7
10799.74,-94.13
10813.06,-79.65
10826.4,-64.16
10839.74,-42.83
10853.06,-5.18
10866.4,19.54
10879.73,11.3
10893.06,8.67
10906.4,28.39
10919.73,33.73
10933.07,14.66
10946.4,2.57
10959.73,11.68
10973.06,18.45
10986.4,4.16
10999.73,-10.52
11013.06,-1.85
11026.4,21.42
11039.73,43.42
11053.06,55.9
11066.39,53.67
11079.73,49.68
11093.06,56.84
11106.39,58.83
11119.72,48.43
11133.06,46.43
11146.39,58.48
11159.72,73.82
11173.06,91.65
11186.39,112.8
11199.72,130.39
11213.06,135.98
11226.39,133.21
11239.72,135.96
11253.06,147.45
11266.39,155.22
11279.72,151.86
11293.05,146.7
11306.39,145.41
11319.72,140.45
11333.06,134.59
11346.39,135.77
11359.72,133.69
11373.05,118.89
11386.38,98.11
11399.72,78.33
11413.05,66.56
11426.39,67.09
11439.72,66.73
11453.05,52.71
11466.38,35.4
11479.72,29.77
11493.05,33.39
11506.38,40.42
11519.72,58.94
11533.05,83.08
11546.38,82.47
11559.71,60.25
11573.05,47.29
11586.38,36.42
11599.72,11.43
11613.05,-10.12
11626.38,-12.17
11639.71,-0.9
11653.04,9.15
11666.38,6.51
11679.72,-3.98
11693.04,-10.75
11706.38,-15.44
11719.71,-19.14
11733.04,-17.96
11746.38,-21.49
11759.71,-33.7
11773.04,-38.19
11786.38,-30.9
11799.71,-24.83
11813.04,-25.4
11826.37,-29.78
11839.71,-30.5
11853.04,-23.36
11866.38,-20.09
11879.71,-26.33
11893.04,-28.1
11906.38,-60.03
11919.71,-167.68
11933.04,-213.12
11946.37,-63.53
11959.71,87.65
11973.04,96.39
11986.37,154.24
11999.7,322.41
12013.04,415.07
12026.37,391.63
12039.7,340.91
12053.04,286.35
12066.37,230.58
12079.7,170.41
12093.03,59.21
12106.37,-109.91
12119.7,-233.6
12133.03,-226.12
12146.36,-139.36
12159.7,-67.72
12173.03,-48.58
12186.36,-80.4
12199.7,-142.15
12213.03,-205.52
12226.36,-253.32
12239.7,-277.86
12253.03,-278.55
12266.36,-267.38
12279.7,-266.52
12293.03,-287.98
12306.36,-318.59
12319.7,-338.1
12333.03,-342.52
12346.36,-336.76
12359.7,-316.66
12373.03,-281.86
12386.36,-258.93
12399.69,-260.36
12413.02,-254.15
12426.36,-225.43
12439.69,-197.17
12453.02,-178.96
12466.36,-159.72
12479.69,-137.72
12493.02,-119.16
12506.36,-97.78
12519.69,-62.34
12533.03,-20.54
12546.36,-0.77
12559.69,-12.35
12573.02,-18.09
12586.36,8.26
12599.69,41.09
12613.02,62.48
12626.35,82.28
12639.69,99.52
12653.02,108.22
12666.36,114.77
12679.68,118.23
12693.02,113.57
12706.36,108.2
12719.68,109.7
12733.02,115.72
12746.36,121.33
12759.69,123.73
12773.02,123.41
12786.35,125.11
12799.68,133.12
12813.02,144.44
12826.35,154.75
12839.68,166.29
12853.02,171.53
12866.35,155.12
12879.68,128.35
12893.02,121.83
12906.35,136.52
12919.68,145.52
12933.01,136.55
12946.35,118.87
12959.68,103.18
12973.01,93.54
12986.35,86.04
12999.68,76.73
13013.01,73.24
13026.35,81.16
13039.68,89.41
13053.01,87.7
13066.35,68.67
13079.68,37.56
13093.01,28.29
13106.34,47.84
13119.68,56.3
13133.01,43.63
13146.34,41.45
13159.67,56.86
13173.01,68.95
13186.34,73.04
13199.68,74.14
13213.0,69.51
13226.34,63.47
13239.68,66.93
13253.0,80.08
13266.34,89.74
13279.68,92.21
13293.0,98.44
13306.34,109.62
13319.67,109.26
13333.0,83.82
13346.34,44.51
13359.67,13.04
13373.0,-1.82
13386.34,-5.32
13399.67,-12.26
13413.0,-28.94
13426.33,-43.4
13439.67,-47.19
13453.0,-42.53
13466.34,-31.87
13479.67,-28.7
13493.0,-42.21
13506.33,-47.82
13519.66,-26.99
13533.0,-3.75
13546.33,-3.71
13559.66,-27.14
13573.0,-55.52
13586.33,-66.56
13599.67,-61.68
13613.0,-57.09
13626.33,-57.22
13639.66,-65.51
13653.0,-82.17
13666.33,-89.37
13679.66,-86.31
13692.99,-99.98
13706.33,-122.47
13719.66,-120.83
13732.99,-99.37
13746.33,-76.55
13759.66,-58.21
13772.99,-48.11
13786.33,-46.14
13799.66,-43.77
13812.99,-21.56
13826.33,37.26
13839.66,144.05
13852.99,251.7
13866.32,235.81
13879.66,129.98
13892.99,125.66
13906.32,221.2
13919.66,253.14
13932.99,160.81
13946.32,-6.94
13959.66,-162.53
13972.99,-240.94
13986.32,-265.03
13999.65,-279.6
14012.99,-259.52
14026.32,-180.47
14039.66,-98.35
14052.99,-69.63
14066.32,-78.99
14079.66,-94.8
14092.99,-120.08
14106.32,-151.79
14119.65,-162.16
14132.99,-151.33
14146.32,-151.02
14159.65,-169.51
14172.98,-180.85
14186.32,-168.6
14199.65,-148.43
14212.98,-138.39
14226.31,-131.71
14239.65,-116.69
14252.98,-93.92
14266.31,-57.81
14279.64,-5.84
14292.98,36.02
14306.32,49.51
14319.65,53.15
14332.98,59.77
14346.31,61.86
14359.65,57.51
14372.98,48.15
14386.31,40.06
14399.65,42.24
14412.98,49.47
14426.31,54.98
14439.64,59.33
14452.98,62.68
14466.31,67.17
14479.64,72.37
14492.98,77.38
14506.31,90.04
14519.64,108.03
14532.98,114.9
14546.3,108.33
14559.64,98.96
14572.98,90.23
14586.3,81.78
14599.64,84.81
14612.97,116.69
14626.31,165.96
14639.64,199.05
14652.97,202.85
14666.3,183.2
14679.64,146.27
14692.97,104.41
14706.3,75.02
14719.64,70.05
14732.97,91.78
14746.3,130.09
14759.63,162.62
14772.97,176.43
14786.3,178.07
14799.64,165.25
14812.96,127.79
14826.3,86.07
14839.63,68.01
14852.96,65.29
14866.3,61.97
14879.64,56.18
14892.97,43.07
14906.3,16.62
14919.63,-26.16
14932.96,-76.0
14946.3,-110.02
14959.63,-121.24
14972.96,-114.56
14986.3,-85.3
14999.63,-53.4
15012.96,-56.46
15026.29,-78.07
15039.63,-70.16
15052.96,-33.28
15066.29,-1.63
15079.62,9.37
15092.96,1.2
15106.29,-24.94
15119.62,-55.58
15132.96,-65.84
15146.29,-48.55
15159.63,-30.32
15172.96,-41.63
15186.29,-79.31
15199.62,-129.16
15212.96,-189.65
15226.29,-247.28
15239.62,-281.18
15252.96,-284.89
15266.29,-260.61
15279.62,-225.0
15292.96,-207.12
15306.29,-202.48
15319.62,-181.11
15332.95,-151.33
15346.29,-142.13
15359.62,-139.99
15372.96,-118.65
15386.28,-89.94
15399.62,-71.52
15412.95,-56.06
15426.28,-33.02
15439.62,1.6
15452.95,43.71
15466.29,75.58
15479.62,74.81
15492.95,35.37
15506.28,-17.42
15519.62,-57.0
15532.95,-85.11
15546.28,-90.02
15559.61,-9.35
15572.95,173.4
15586.28,280.22
15599.61,163.23
15612.95,50.89
15626.28,179.91
15639.61,344.88
15652.94,310.62
15666.28,203.15
15679.62,182.72
15692.94,194.78
15706.28,166.92
15719.61,129.39
15732.95,113.33
15746.28,101.9
15759.61,82.3
15772.94,63.03
15786.28,49.46
15799.61,12.23
15812.94,-110.11
15826.28,-301.1
15839.61,-425.89
15852.94,-422.17
15866.28,-379.61
15879.61,-371.29
15892.94,-375.14
15906.27,-359.9
15919.6,-329.47
15932.94,-298.74
15946.27,-275.71
15959.6,-253.72
15972.94,-218.99
15986.27,-174.85
15999.61,-138.29
16012.94,-110.58
16026.27,-79.43
16039.6,-38.6
16052.94,5.8
16066.27,35.54
16079.6,53.78
16092.94,88.06
16106.27,130.0
16119.6,156.68
16132.94,177.86
16146.26,196.4
16159.6,203.46
16172.93,204.6
16186.26,207.66
16199.6,215.81
16212.93,231.3
16226.27,254.3
16239.6,277.31
16252.93,283.02
16266.26,260.12
16279.6,223.67
16292.93,199.47
16306.26,183.52
16319.6,161.31
16332.93,147.2
16346.26,152.87
16359.59,167.2
16372.93,175.23
16386.26,164.99
16399.59,144.73
16412.93,136.0
16426.26,140.69
16439.59,152.15
16452.92,164.84
16466.26,163.03
16479.59,148.41
16492.92,150.95
16506.26,168.98
16519.59,166.32
16532.92,142.64
16546.26,122.1
16559.59,107.08
16572.92,94.5
